paper_spec,model,paper,workflow_state,final_CG,final_REA,source_resolution,relative_dot_path,sha256,bytes,nodes,edges,root,dot_parseable,strict_structure_ok
gemini_3_1_pro_preview:s41467-025-56609-z,gemini_3_1_pro_preview,s41467-025-56609-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56609-z.dot,bc177f39d9c294ec7277b0a67d05bb43ea006e6739891bf7e3fc1aba83936ecd,4004,15,14,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56611-5,gemini_3_1_pro_preview,s41467-025-56611-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56611-5.dot,28f895ee0a657ddf1a61e467534d500ecff25e14707e44a9c6a2f5e27e7117ad,4556,16,15,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56616-0,gemini_3_1_pro_preview,s41467-025-56616-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56616-0.dot,8c66301469fd12f3a3515a12e1a53be96dfe5c65870c171f233be25dca9249b6,4522,19,19,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56618-y,gemini_3_1_pro_preview,s41467-025-56618-y,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56618-y.dot,c3bdd7a69317d27cb764476ecdaa4c6491f131c5ae20b6d06501c0ebae29a4ce,3093,10,9,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56622-2,gemini_3_1_pro_preview,s41467-025-56622-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56622-2.dot,a961b77e2afb72de3fd715f313c9b581de82e22a1a9cfec113eb9d1c05a6c775,2663,10,9,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56635-x,gemini_3_1_pro_preview,s41467-025-56635-x,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56635-x.dot,bb79cc9b2c1015dbceb1cfc9f2e2607c2961b77c74f11eac5f6b3bf61b93b3f3,3035,8,7,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56641-z,gemini_3_1_pro_preview,s41467-025-56641-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56641-z.dot,c9f92f8bc4eec44c670571fec8dd13fadf1188422fd645fd0bd8efdf4b4d3c6d,6083,18,17,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56657-5,gemini_3_1_pro_preview,s41467-025-56657-5,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56657-5.dot,4aacd34cbc294cf2afdd7717cb7951c5af3e48e34aebe2083feac30c851b84e7,5543,21,22,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56667-3,gemini_3_1_pro_preview,s41467-025-56667-3,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56667-3.dot,40306b392dabfb706edb3ce696cb527ed41528ed1e10599e160eb2fbb777c375,4047,12,11,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56697-x,gemini_3_1_pro_preview,s41467-025-56697-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56697-x.dot,97dcb619dec72422ccdd6e3604050ae25420c3e4e98d19364e141de691d9274f,4702,16,17,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56698-w,gemini_3_1_pro_preview,s41467-025-56698-w,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56698-w.dot,d21a45ce68b66c1777850da96937f2c00bb53e3013c60e7cb0df18758bd17c8e,2358,9,8,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56722-z,gemini_3_1_pro_preview,s41467-025-56722-z,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56722-z.dot,f2958c86b16110d41b1414b9086c6edd791a0029e096a5a0d5e02992549e93d4,3067,9,8,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56724-x,gemini_3_1_pro_preview,s41467-025-56724-x,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56724-x.dot,4ba722bb338b90b6b0a5ca0d34c5bd97c9a7421a17918fef1f54a5e3f629925d,2674,9,8,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56729-6,gemini_3_1_pro_preview,s41467-025-56729-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56729-6.dot,437b538cf7c7f565a7ed387c6f1495b52cdab8b8c0e96744e02779f2d6a2cd1a,2280,8,7,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56732-x,gemini_3_1_pro_preview,s41467-025-56732-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56732-x.dot,a0bc9ceff0dce23501c8974d21782a6dbf09a75d74397cbdc1d8ebbb4b925520,4579,16,15,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56734-9,gemini_3_1_pro_preview,s41467-025-56734-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56734-9.dot,6e98a7cf9592ecf4dad9d6f02734f0d3be52bf76844f5bf4d1a955512d3d93d5,3892,13,12,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56738-5,gemini_3_1_pro_preview,s41467-025-56738-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56738-5.dot,bc92c7bb963b8579842ca926ce14993503639354856c440ddfb4aaab707e7bae,5271,19,18,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56739-4,gemini_3_1_pro_preview,s41467-025-56739-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56739-4.dot,933bf856b13dfcf337c3a89dbbf2eb60512f4f4d70597196ec4c9324933a9b40,4495,17,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56751-8,gemini_3_1_pro_preview,s41467-025-56751-8,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56751-8.dot,f339931f322dfcb0c9407faca5abb0ac8ab4f7cc9196f4fe88f8104fbba2c71a,5361,17,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56757-2,gemini_3_1_pro_preview,s41467-025-56757-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56757-2.dot,c834f59410a49cb87b2a2c4f28bd0904b416a5d8430d0d4a9c5e85fa5618fee9,1847,5,4,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56761-6,gemini_3_1_pro_preview,s41467-025-56761-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56761-6.dot,932e8d378710684b731fa750f8ce1dc7cba6c53d3371417b3e2a5e9061d4d560,5105,15,14,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56764-3,gemini_3_1_pro_preview,s41467-025-56764-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56764-3.dot,6f8d59a13f978973edbb78bcbe06f6c1628f7769aeb27c7f42b81073a19815eb,5589,21,23,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56765-2,gemini_3_1_pro_preview,s41467-025-56765-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56765-2.dot,aaf1bce24808edc34009c1951239665f74a9a292acf121d42416f5c88d02c814,3446,12,11,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56769-y,gemini_3_1_pro_preview,s41467-025-56769-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56769-y.dot,14c8652864f869c8a7ec5bb8d68b3231a3c6e9314afb7762b2d0e88e3fe5e3cf,4260,18,18,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56776-z,gemini_3_1_pro_preview,s41467-025-56776-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56776-z.dot,ad71bd2804e8fe48e4f5db8afb11fa6e9841e62a05501ba6f99b854c7da397f4,7825,27,26,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56786-x,gemini_3_1_pro_preview,s41467-025-56786-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56786-x.dot,77adfbf90e36b5f3a04ed9991f591b820d6fbf107e876730fca856319b48563a,5197,19,18,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56787-w,gemini_3_1_pro_preview,s41467-025-56787-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56787-w.dot,8f0de19ef7c1a053fac21ccbcdeaa5e0d5520cf8a65e31186a4f20483697e238,6475,23,22,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56795-w,gemini_3_1_pro_preview,s41467-025-56795-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56795-w.dot,e38c95169fcce6e59a5efe07b935c244c95f8319510d7a21273fb2590981a68c,3768,15,14,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56797-8,gemini_3_1_pro_preview,s41467-025-56797-8,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56797-8.dot,4b7b4514422d89a1595b19dd3a0325173b672084f94048aba570137f38209977,5045,17,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56798-7,gemini_3_1_pro_preview,s41467-025-56798-7,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56798-7.dot,b4f251d947e84bd82600626946c67f39d65092f202f78f7cdd1770fa99f32768,2659,9,8,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56799-6,gemini_3_1_pro_preview,s41467-025-56799-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56799-6.dot,c28200c91ee8565716483229d1a0f87e5757d5ce532ff10948eea17fe156d188,6044,18,17,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56814-w,gemini_3_1_pro_preview,s41467-025-56814-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56814-w.dot,8fe0a6590bdcf9ac0dc29c1ceb152e54ad80941582cfd8dc1ecd4f5d6b9ce87c,4564,15,14,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56815-9,gemini_3_1_pro_preview,s41467-025-56815-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56815-9.dot,95dbc1f6ef6ce4da4731de63ceb58686a68f9a342a612d9984c026b6fd6467a6,5813,24,23,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56819-5,gemini_3_1_pro_preview,s41467-025-56819-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56819-5.dot,726879e6ee5f27a5520edab7f94e2dc555f383ff7da72a710aff6b744f8dfe79,5112,19,19,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56821-x,gemini_3_1_pro_preview,s41467-025-56821-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56821-x.dot,16174488c2ccd52f82377afc2de9fed6fbcf1a6ece7661029418a43c91b2c14f,4740,16,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56822-w,gemini_3_1_pro_preview,s41467-025-56822-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56822-w.dot,1058112322af5204a46a892022cbee8b88159573ee8067a67524d4671931a28e,5441,21,20,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56842-6,gemini_3_1_pro_preview,s41467-025-56842-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56842-6.dot,163f41e1705d60227bf03dd47532358f8d74300ae5b3e2430955324b94e69833,1704,5,4,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56846-2,gemini_3_1_pro_preview,s41467-025-56846-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56846-2.dot,3a0fd79cd7dd8e2fd742b95f3c827e80bf4aa5f8d955f417c0d58c0eb5ed7c43,4875,17,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56850-6,gemini_3_1_pro_preview,s41467-025-56850-6,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56850-6.dot,063d3272b2035e5d9ecb3143bdb20acc353bb41895a6fce27fe5ecafef900e2d,3062,11,10,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56852-4,gemini_3_1_pro_preview,s41467-025-56852-4,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56852-4.dot,4c9ddd40ccf9fd2355e48f5f7043ad8e3250f1b97d19013d8156b9d65f1188b8,2790,11,10,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56853-3,gemini_3_1_pro_preview,s41467-025-56853-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56853-3.dot,725f3a90476e4cc11812d8c2143cbd0d2b4e63aa280e660b7a6894a1307c3fea,5504,17,17,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56856-0,gemini_3_1_pro_preview,s41467-025-56856-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56856-0.dot,a964ab28553c0fe021a99540fc23c0ede21d9740a120f37f4d9a744c67ec8e18,2726,8,7,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56857-z,gemini_3_1_pro_preview,s41467-025-56857-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56857-z.dot,eef1603a541733c4f2e57fcdce032f0dc45c83280c192d19df211aabf40ac291,6410,17,16,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56858-y,gemini_3_1_pro_preview,s41467-025-56858-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56858-y.dot,133df597e6bdaccac04f19d3ac5bfd15a56f1cbdc9462fbe6fbde0d72590def2,3360,13,12,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56871-1,gemini_3_1_pro_preview,s41467-025-56871-1,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56871-1.dot,700bfd0df569e5b0f88e3484a69c18988d602084e7b5fdbc8fe197e739891aaf,4070,14,13,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56873-z,gemini_3_1_pro_preview,s41467-025-56873-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56873-z.dot,518e7a88b5ebd7ff8c10fd825ed4e1170e6b45ab68beac8fd4feb137317ab575,5657,23,22,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56877-9,gemini_3_1_pro_preview,s41467-025-56877-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56877-9.dot,cf78b5103b7c2c40148410ba259a2da0f82b67ca8a75a26a1a0e3e72d0748d6c,6406,23,22,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56880-0,gemini_3_1_pro_preview,s41467-025-56880-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56880-0.dot,111fccdc5085c815a79b05ff1fd17a43d57a2c6e2d573539639b02248cbe6838,3591,15,14,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56882-y,gemini_3_1_pro_preview,s41467-025-56882-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56882-y.dot,d6c554608e9c957880e4c33458e64c5cb13b74b0125bfd15a9e1e8162528d6b3,3068,11,11,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56887-7,gemini_3_1_pro_preview,s41467-025-56887-7,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56887-7.dot,4811cde7496c23dfb96ca9e617236f6670f67c0dbb5949d6eba30b344a2440da,3237,11,10,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56897-5,gemini_3_1_pro_preview,s41467-025-56897-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56897-5.dot,3e20218eaf76355a3875c2e3ff307d83cd7953cca4398ac10e6672d7cdf9eb57,3915,13,12,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56902-x,gemini_3_1_pro_preview,s41467-025-56902-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56902-x.dot,fdd5099ac0d1057d3245dfcb8ec8b49223691347eb5c641bb5fe6527256e92ea,3399,13,12,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56912-9,gemini_3_1_pro_preview,s41467-025-56912-9,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56912-9.dot,85fa13d38f5cef766972ea803efec30bc6de28824bb831ece2ab2c1cc3e7cbcc,4089,14,13,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56921-8,gemini_3_1_pro_preview,s41467-025-56921-8,current_version,1.0,1.0,direct,dot/gemini_3_1_pro_preview/s41467-025-56921-8.dot,762d7c16b60577e9af9eda4f0b472da41ff06d7771c7d590c267bd76fa55b9bf,6022,21,21,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56941-4,gemini_3_1_pro_preview,s41467-025-56941-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56941-4.dot,93c2e2790f935f78823a999616baf63fa60f2b98e5b80792884ef0672e3de4a3,3731,13,12,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56945-0,gemini_3_1_pro_preview,s41467-025-56945-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56945-0.dot,6d9adc999d012624c7a776005a27426d6f8dc0eafc6a2ba9eacd12a4f739804a,2323,7,6,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-56992-7,gemini_3_1_pro_preview,s41467-025-56992-7,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-56992-7.dot,c875d9ba1edc0f2659f3da9f4e26f1e2bd561a4b00e6ea15dd290b7e85bf6a4e,6275,24,23,NROOT,true,true
gemini_3_1_pro_preview:s41467-025-57012-4,gemini_3_1_pro_preview,s41467-025-57012-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gemini_3_1_pro_preview/s41467-025-57012-4.dot,08c688831ad5d6ff3e1a262960682cd615a22c4814214e6ef465b28ac9b8faa4,5264,21,21,NROOT,true,true
gpt_5_2:s41467-025-55907-w,gpt_5_2,s41467-025-55907-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-55907-w.dot,54b183d9458aeba5640a39a8fe5b87c62c9e9fd88d6ed287d89e14a4cc489f48,9717,37,45,NROOT,true,true
gpt_5_2:s41467-025-55999-4,gpt_5_2,s41467-025-55999-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-55999-4.dot,e9c8fed06e979e6c889c16cb05e29ea1fcba916a695b586f0e1c5754f522606a,7398,27,30,NROOT,true,true
gpt_5_2:s41467-025-56034-2,gpt_5_2,s41467-025-56034-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56034-2.dot,acc944928355077fcc9677730248eb46a2ed164d1c37add81793fc0d6e81f2f5,9398,35,38,NROOT,true,true
gpt_5_2:s41467-025-56075-7,gpt_5_2,s41467-025-56075-7,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56075-7.dot,f58710af658a8a87876be3597197867cbc7df9c17cd67537aa52af4aa90d702b,6478,27,31,NROOT,true,true
gpt_5_2:s41467-025-56106-3,gpt_5_2,s41467-025-56106-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56106-3.dot,81c9c1b4af1937ca44822bdd3c8330a5aada1b65fe4ed4f925304d0856395b8a,26131,102,123,NROOT,true,true
gpt_5_2:s41467-025-56250-w,gpt_5_2,s41467-025-56250-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56250-w.dot,9a1d66a5a65b34b22d64953d2baf259b6d402d0ffb67275f30a1be785dbe402c,15195,58,62,NROOT,true,true
gpt_5_2:s41467-025-56283-1,gpt_5_2,s41467-025-56283-1,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56283-1.dot,632bfaab566af87f4e107038e1e8b0bc2fdd22f1265716dd6fbd9f13971cb5c7,18155,56,68,NROOT,true,true
gpt_5_2:s41467-025-56295-x,gpt_5_2,s41467-025-56295-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56295-x.dot,03b04c9abf825244a7587dc99e22f0c0a7722450446fd42521486c3ac3c99e2a,6719,26,25,NROOT,true,true
gpt_5_2:s41467-025-56359-y,gpt_5_2,s41467-025-56359-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56359-y.dot,42cce2b376b3cc3f4e91226dc9fba65ddb5c80b2285f8375c317bc5d27f87cc1,8620,31,41,NROOT,true,true
gpt_5_2:s41467-025-56394-9,gpt_5_2,s41467-025-56394-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56394-9.dot,29ba91832185daf3377a01b42b45f9bf110eca90c1961668e5f4e0be7c192d93,7605,28,38,NROOT,true,true
gpt_5_2:s41467-025-56413-9,gpt_5_2,s41467-025-56413-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56413-9.dot,8c5dcda6673084746772bf3a07e739f65de37a462df2d533988a256b64143d8f,8426,32,33,NROOT,true,true
gpt_5_2:s41467-025-56522-5,gpt_5_2,s41467-025-56522-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56522-5.dot,6c78541a10bd4d8fda34aeb9f9526342e76abb04b8e1267777f806fad7c6f26f,16730,58,71,NROOT,true,true
gpt_5_2:s41467-025-56609-z,gpt_5_2,s41467-025-56609-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56609-z.dot,a3481656f8d11cd0bf14e1945a6c24d38fb83f2663afd2e0545a308d2ed2b358,8633,30,38,NROOT,true,true
gpt_5_2:s41467-025-56611-5,gpt_5_2,s41467-025-56611-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56611-5.dot,2109bd2eb7c36bcbde06853cac48a761f99eeec1be73fb658ed52ac2e38c11a9,8441,32,32,NROOT,true,true
gpt_5_2:s41467-025-56616-0,gpt_5_2,s41467-025-56616-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56616-0.dot,3c3bbb395e2f26cf989bf0465be65aaf64f8553061332ecce557e02041ffa083,20853,77,111,NROOT,true,true
gpt_5_2:s41467-025-56618-y,gpt_5_2,s41467-025-56618-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56618-y.dot,202c0fb3763d919ec50d556a82e3535f83d0f536f4f29b4dce4ff5799c3c7a7c,15235,59,59,NROOT,true,true
gpt_5_2:s41467-025-56622-2,gpt_5_2,s41467-025-56622-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56622-2.dot,7e182eb3545a888107f4849ad3b577fc60411a44903a7b4c33b3de4e1042d752,12016,50,55,NROOT,true,true
gpt_5_2:s41467-025-56635-x,gpt_5_2,s41467-025-56635-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56635-x.dot,de0c70c3f14ac77705a1000a15641301f9e1c36e6b51c85aca48462c2635d3d9,4280,14,13,NROOT,true,true
gpt_5_2:s41467-025-56641-z,gpt_5_2,s41467-025-56641-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56641-z.dot,93e094a252ee092b61bf6c66c3f7eba8613836026e37f4b6e5b7057b7d8ae188,9057,30,30,NROOT,true,true
gpt_5_2:s41467-025-56657-5,gpt_5_2,s41467-025-56657-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56657-5.dot,9294e7cd9765fedeb68b2fb71908b4789e3ce7778b0eee26c585e548869036eb,8063,29,30,NROOT,true,true
gpt_5_2:s41467-025-56667-3,gpt_5_2,s41467-025-56667-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56667-3.dot,14191be021831d23f57241160819b69e18808ec108402206209747a01bffab29,15687,54,57,NROOT,true,true
gpt_5_2:s41467-025-56697-x,gpt_5_2,s41467-025-56697-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56697-x.dot,4f7c65d46181a80059e165b7022124316916dacc5df8a1ce5dd7243a85ae5d25,6806,25,26,NROOT,true,true
gpt_5_2:s41467-025-56698-w,gpt_5_2,s41467-025-56698-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56698-w.dot,6b408f6eb9e680992b9df2b8da8af7891b0b84a9ae525dbbeb1f0ac0ed47c8f1,8627,34,39,NROOT,true,true
gpt_5_2:s41467-025-56722-z,gpt_5_2,s41467-025-56722-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56722-z.dot,6b6f2c9b394945c90692135670863010fd1c775f7db5727f65cb4fded5c50fda,6080,22,24,NROOT,true,true
gpt_5_2:s41467-025-56724-x,gpt_5_2,s41467-025-56724-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56724-x.dot,814e400d8ff3b5d428f74d52490d9b1414cdae7c34d3ca14641dc06f219033bf,7572,30,36,NROOT,true,true
gpt_5_2:s41467-025-56729-6,gpt_5_2,s41467-025-56729-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56729-6.dot,24e44740f3e3e341af633f6d34f2eb870d7f30f0619cccb5ea89ebbc01c0d6f3,12732,52,54,NROOT,true,true
gpt_5_2:s41467-025-56732-x,gpt_5_2,s41467-025-56732-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56732-x.dot,56c3d5beb09dfa031c0015ebdefab54e61b5a0bc43e74ffc54e734b6f86e8f12,10374,37,42,NROOT,true,true
gpt_5_2:s41467-025-56734-9,gpt_5_2,s41467-025-56734-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56734-9.dot,27379e73baf4679029837de08bff7ee7ac6968dce8f430d1d571eae5fa549099,6240,25,25,NROOT,true,true
gpt_5_2:s41467-025-56738-5,gpt_5_2,s41467-025-56738-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56738-5.dot,90aa9521142f1469fc593e577f1b4149e2d85914337a10cad5779edfe1f50ca9,4666,21,20,NROOT,true,true
gpt_5_2:s41467-025-56739-4,gpt_5_2,s41467-025-56739-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56739-4.dot,7bd651424891a29b3c88d93deaf371dda7980641b360c5a9c485054a12521417,5871,23,25,NROOT,true,true
gpt_5_2:s41467-025-56751-8,gpt_5_2,s41467-025-56751-8,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56751-8.dot,64d4c1bda4767e57e3bea70effd927d9da89db1a49ce47987fa72e22564e100d,6508,28,33,NROOT,true,true
