paper_spec,model,paper,workflow_state,current_outcome,strict_gate_passed,failure_type,api_clean_current,original_CG,original_REA,final_CG,final_REA,delta_CG,delta_REA,quality_tier,retained_correct_ratio,protocol,metric_fallback_applied
gemini_3_1_pro_preview:s41467-025-56795-w,gemini_3_1_pro_preview,s41467-025-56795-w,current_version,strict_success,true,,true,1.0,0.3,1.0,1.0,0.0,0.7,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56797-8,gemini_3_1_pro_preview,s41467-025-56797-8,current_version,strict_success,true,,true,0.5,0.2857142857142857,1.0,1.0,0.5,0.7142857142857143,A_main,0.2857142857142857,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56798-7,gemini_3_1_pro_preview,s41467-025-56798-7,current_version,strict_success,true,,true,0.9090909090909091,0.5,1.0,1.0,0.09090909090909094,0.5,A_main,0.16666666666666666,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56799-6,gemini_3_1_pro_preview,s41467-025-56799-6,current_version,strict_success,true,,true,0.8333333333333335,0.5,1.0,1.0,0.16666666666666652,0.5,A_main,0.25,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56814-w,gemini_3_1_pro_preview,s41467-025-56814-w,current_version,strict_success,true,,true,0.9166666666666665,0.6666666666666666,1.0,1.0,0.08333333333333348,0.33333333333333337,A_main,0.3333333333333333,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56815-9,gemini_3_1_pro_preview,s41467-025-56815-9,current_version,strict_success,true,,true,1.0,0.2222222222222222,1.0,1.0,0.0,0.7777777777777778,A_main,0.2222222222222222,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56819-5,gemini_3_1_pro_preview,s41467-025-56819-5,current_version,strict_success,true,,true,0.7692307692307694,0.25,1.0,1.0,0.23076923076923062,0.75,A_main,0.125,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56821-x,gemini_3_1_pro_preview,s41467-025-56821-x,current_version,strict_success,true,,true,1.0,0.8571428571428571,1.0,1.0,0.0,0.1428571428571429,A_main,0.5714285714285714,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56822-w,gemini_3_1_pro_preview,s41467-025-56822-w,current_version,strict_success,true,,true,0.75,0.3333333333333333,1.0,1.0,0.25,0.6666666666666667,A_main,0.3333333333333333,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56842-6,gemini_3_1_pro_preview,s41467-025-56842-6,current_version,strict_success,true,,true,1.0,0.8333333333333334,1.0,1.0,0.0,0.16666666666666663,C_thin,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56846-2,gemini_3_1_pro_preview,s41467-025-56846-2,current_version,strict_success,true,,true,0.8888888888888888,0.625,1.0,1.0,0.11111111111111116,0.375,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56850-6,gemini_3_1_pro_preview,s41467-025-56850-6,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56852-4,gemini_3_1_pro_preview,s41467-025-56852-4,current_version,strict_success,true,,true,0.4666666666666666,0.3,1,1,0.533333333333,0.7,repair,0.3,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56853-3,gemini_3_1_pro_preview,s41467-025-56853-3,current_version,strict_success,true,,true,0.625,0.8571428571428571,1.0,1.0,0.375,0.1428571428571429,A_main,0.5714285714285714,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56856-0,gemini_3_1_pro_preview,s41467-025-56856-0,current_version,strict_success,true,,true,0.9166666666666665,0.6666666666666666,1.0,1.0,0.08333333333333348,0.33333333333333337,B_usable,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56857-z,gemini_3_1_pro_preview,s41467-025-56857-z,current_version,strict_success,true,,true,0.875,0.8571428571428571,1.0,1.0,0.125,0.1428571428571429,A_main,0.7142857142857143,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56858-y,gemini_3_1_pro_preview,s41467-025-56858-y,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.1111111111111111,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56871-1,gemini_3_1_pro_preview,s41467-025-56871-1,current_version,strict_success,true,,true,0.923076923076923,0.5,1.0,1.0,0.07692307692307698,0.5,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56873-z,gemini_3_1_pro_preview,s41467-025-56873-z,current_version,strict_success,true,,true,1.0,0.4,1.0,1.0,0.0,0.6,A_main,0.2,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56877-9,gemini_3_1_pro_preview,s41467-025-56877-9,current_version,strict_success,true,,true,1.0,0.9,1.0,1.0,0.0,0.09999999999999998,A_main,0.4,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56880-0,gemini_3_1_pro_preview,s41467-025-56880-0,current_version,strict_success,true,,true,0.7,0.5,1.0,1.0,0.30000000000000004,0.5,A_main,0.16666666666666666,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56882-y,gemini_3_1_pro_preview,s41467-025-56882-y,current_version,strict_success,true,,true,0.75,0.5,1.0,1.0,0.25,0.5,A_main,0.25,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56887-7,gemini_3_1_pro_preview,s41467-025-56887-7,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56897-5,gemini_3_1_pro_preview,s41467-025-56897-5,current_version,strict_success,true,,true,1.0,0.8,1.0,1.0,0.0,0.19999999999999996,A_main,0.8,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56902-x,gemini_3_1_pro_preview,s41467-025-56902-x,current_version,strict_success,true,,true,0.8,0.2,1.0,1.0,0.19999999999999996,0.8,A_main,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56912-9,gemini_3_1_pro_preview,s41467-025-56912-9,current_version,strict_success,true,,true,0.6,0.6,1,1,0.4,0.4,A_main,0.6,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56921-8,gemini_3_1_pro_preview,s41467-025-56921-8,current_version,strict_success,true,,true,0.6428571428571429,0.4444444444444444,1,1,0.357142857143,0.555555555556,repair,0.2222222222222222,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gemini_3_1_pro_preview:s41467-025-56941-4,gemini_3_1_pro_preview,s41467-025-56941-4,current_version,strict_success,true,,true,1.0,0.6,1.0,1.0,0.0,0.4,A_main,0.4,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56945-0,gemini_3_1_pro_preview,s41467-025-56945-0,current_version,strict_success,true,,true,1.0,0.4444444444444444,1.0,1.0,0.0,0.5555555555555556,B_usable,0.0,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-56992-7,gemini_3_1_pro_preview,s41467-025-56992-7,current_version,strict_success,true,,true,0.7857142857142857,0.8333333333333334,1.0,1.0,0.2142857142857143,0.16666666666666663,A_main,0.6666666666666666,vote_reuse_repair_root,false
gemini_3_1_pro_preview:s41467-025-57012-4,gemini_3_1_pro_preview,s41467-025-57012-4,current_version,strict_success,true,,true,1.0,0.5555555555555556,1.0,1.0,0.0,0.4444444444444444,A_main,0.5555555555555556,vote_reuse_repair_root,false
gpt_5_2:s41467-025-55907-w,gpt_5_2,s41467-025-55907-w,current_version,strict_success,true,,true,1.0,0.65,1.0,1.0,0.0,0.35,A_main,0.55,vote_reuse_repair_root,false
gpt_5_2:s41467-025-55999-4,gpt_5_2,s41467-025-55999-4,current_version,strict_success,true,,true,1.0,0.46153846153846156,1.0,1.0,0.0,0.5384615384615384,A_main,0.23076923076923078,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56034-2,gpt_5_2,s41467-025-56034-2,current_version,strict_success,true,,true,1.0,0.18181818181818182,1.0,1.0,0.0,0.8181818181818181,A_main,0.13636363636363635,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56075-7,gpt_5_2,s41467-025-56075-7,current_version,strict_success,true,,true,1.0,0.25,1.0,1.0,0.0,0.75,A_main,0.08333333333333333,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56106-3,gpt_5_2,s41467-025-56106-3,current_version,strict_success,true,,true,1.0,0.5227272727272727,1.0,1.0,0.0,0.4772727272727273,A_main,0.45454545454545453,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56250-w,gpt_5_2,s41467-025-56250-w,current_version,strict_success,true,,true,1.0,0.2857142857142857,1.0,1.0,0.0,0.7142857142857143,A_main,0.21428571428571427,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56283-1,gpt_5_2,s41467-025-56283-1,current_version,strict_success,true,,true,1.0,0.6857142857142857,1.0,1.0,0.0,0.3142857142857143,A_main,0.34285714285714286,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56295-x,gpt_5_2,s41467-025-56295-x,current_version,strict_success,true,,true,1.0,0.38461538461538464,1.0,1.0,0.0,0.6153846153846154,A_main,0.07692307692307693,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56359-y,gpt_5_2,s41467-025-56359-y,current_version,strict_success,true,,true,1.0,0.21428571428571427,1.0,1.0,0.0,0.7857142857142857,A_main,0.14285714285714285,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56394-9,gpt_5_2,s41467-025-56394-9,current_version,strict_success,true,,true,0.9166666666666665,0.23529411764705882,1.0,1.0,0.08333333333333348,0.7647058823529411,A_main,0.17647058823529413,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56413-9,gpt_5_2,s41467-025-56413-9,current_version,strict_success,true,,true,1.0,0.18181818181818182,1.0,1.0,0.0,0.8181818181818181,A_main,0.18181818181818182,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56522-5,gpt_5_2,s41467-025-56522-5,current_version,strict_success,true,,true,1.0,0.5517241379310345,1.0,1.0,0.0,0.4482758620689655,A_main,0.41379310344827586,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56609-z,gpt_5_2,s41467-025-56609-z,current_version,strict_success,true,,true,0.9,0.3333333333333333,1.0,1.0,0.09999999999999998,0.6666666666666667,A_main,0.3333333333333333,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56611-5,gpt_5_2,s41467-025-56611-5,current_version,strict_success,true,,true,1.0,0.7777777777777778,1.0,1.0,0.0,0.2222222222222222,A_main,0.4444444444444444,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56616-0,gpt_5_2,s41467-025-56616-0,current_version,strict_success,true,,true,1.0,0.18867924528301888,1.0,1.0,0.0,0.8113207547169812,A_main,0.09433962264150944,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56618-y,gpt_5_2,s41467-025-56618-y,current_version,strict_success,true,,true,0.9,0.5294117647058824,1.0,1.0,0.09999999999999998,0.47058823529411764,A_main,0.47058823529411764,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56622-2,gpt_5_2,s41467-025-56622-2,current_version,strict_success,true,,true,0.75,0.07692307692307693,1.0,1.0,0.25,0.9230769230769231,A_main,0.07692307692307693,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56635-x,gpt_5_2,s41467-025-56635-x,current_version,strict_success,true,,true,1.0,0.5,1.0,1.0,0.0,0.5,A_main,0.3,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56641-z,gpt_5_2,s41467-025-56641-z,current_version,strict_success,true,,true,1.0,0.5454545454545454,1.0,1.0,0.0,0.4545454545454546,A_main,0.45454545454545453,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56657-5,gpt_5_2,s41467-025-56657-5,current_version,strict_success,true,,true,0.8181818181818182,0.8,1.0,1.0,0.18181818181818177,0.19999999999999996,A_main,0.8,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56667-3,gpt_5_2,s41467-025-56667-3,current_version,strict_success,true,,true,1.0,0.3870967741935484,1.0,1.0,0.0,0.6129032258064516,A_main,0.3225806451612903,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56697-x,gpt_5_2,s41467-025-56697-x,current_version,strict_success,true,,true,1.0,0.631578947368421,1.0,1.0,0.0,0.368421052631579,A_main,0.21052631578947367,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56698-w,gpt_5_2,s41467-025-56698-w,current_version,strict_success,true,,true,1.0,0.5789473684210527,1.0,1.0,0.0,0.42105263157894735,A_main,0.3684210526315789,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56722-z,gpt_5_2,s41467-025-56722-z,current_version,strict_success,true,,true,1.0,0.6,1.0,1.0,0.0,0.4,A_main,0.6,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56724-x,gpt_5_2,s41467-025-56724-x,current_version,strict_success,true,,true,1.0,0.14285714285714285,1.0,1.0,0.0,0.8571428571428572,A_main,0.14285714285714285,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56729-6,gpt_5_2,s41467-025-56729-6,current_version,strict_success,true,,true,1.0,0.4583333333333333,1.0,1.0,0.0,0.5416666666666667,A_main,0.4166666666666667,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56732-x,gpt_5_2,s41467-025-56732-x,current_version,strict_success,true,,true,1.0,0.6428571428571429,1.0,1.0,0.0,0.3571428571428571,A_main,0.6428571428571429,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56734-9,gpt_5_2,s41467-025-56734-9,current_version,strict_success,true,,true,1.0,0.45454545454545453,1.0,1.0,0.0,0.5454545454545454,A_main,0.36363636363636365,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56738-5,gpt_5_2,s41467-025-56738-5,current_version,strict_success,true,,true,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,A_main,0.2222222222222222,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56739-4,gpt_5_2,s41467-025-56739-4,current_version,strict_success,true,,true,1.0,0.35714285714285715,1.0,1.0,0.0,0.6428571428571428,B_usable,0.21428571428571427,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56751-8,gpt_5_2,s41467-025-56751-8,current_version,strict_success,true,,true,1.0,0.20512820512820512,1.0,1.0,0.0,0.7948717948717949,B_usable,0.02564102564102564,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56757-2,gpt_5_2,s41467-025-56757-2,current_version,strict_success,true,,true,1.0,0.6875,1.0,1.0,0.0,0.3125,A_main,0.5625,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56761-6,gpt_5_2,s41467-025-56761-6,current_version,strict_success,true,,true,0.8888888888888888,0.42857142857142855,1.0,1.0,0.11111111111111116,0.5714285714285714,A_main,0.2857142857142857,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56764-3,gpt_5_2,s41467-025-56764-3,current_version,strict_success,true,,true,1.0,0.6,1.0,1.0,0.0,0.4,A_main,0.45,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56765-2,gpt_5_2,s41467-025-56765-2,current_version,strict_success,true,,true,1.0,0.6363636363636364,1.0,1.0,0.0,0.36363636363636365,A_main,0.5909090909090909,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56769-y,gpt_5_2,s41467-025-56769-y,current_version,strict_success,true,,true,1.0,0.3225806451612903,1.0,1.0,0.0,0.6774193548387097,B_usable,0.03225806451612903,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56776-z,gpt_5_2,s41467-025-56776-z,current_version,strict_success,true,,true,1.0,0.3,1.0,1.0,0.0,0.7,A_main,0.3,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56786-x,gpt_5_2,s41467-025-56786-x,current_version,strict_success,true,,true,0.8333333333333335,0.5714285714285714,1.0,1.0,0.16666666666666652,0.4285714285714286,A_main,0.5714285714285714,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56787-w,gpt_5_2,s41467-025-56787-w,current_version,strict_success,true,,true,1.0,0.36363636363636365,1.0,1.0,0.0,0.6363636363636364,A_main,0.045454545454545456,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56795-w,gpt_5_2,s41467-025-56795-w,current_version,strict_success,true,,true,1.0,0.25,1.0,1.0,0.0,0.75,A_main,0.08333333333333333,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56797-8,gpt_5_2,s41467-025-56797-8,current_version,strict_success,true,,true,1.0,0.6,1.0,1.0,0.0,0.4,A_main,0.6,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56798-7,gpt_5_2,s41467-025-56798-7,current_version,strict_success,true,,true,1.0,0.6153846153846154,1.0,1.0,0.0,0.3846153846153846,A_main,0.6153846153846154,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56799-6,gpt_5_2,s41467-025-56799-6,current_version,strict_success,true,,true,1.0,0.23076923076923078,1.0,1.0,0.0,0.7692307692307692,A_main,0.15384615384615385,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56814-w,gpt_5_2,s41467-025-56814-w,current_version,strict_success,true,,true,1.0,0.2222222222222222,1.0,1.0,0.0,0.7777777777777778,A_main,0.1111111111111111,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56815-9,gpt_5_2,s41467-025-56815-9,current_version,strict_success,true,,true,1.0,0.8181818181818182,1.0,1.0,0.0,0.18181818181818177,A_main,0.5,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56819-5,gpt_5_2,s41467-025-56819-5,current_version,strict_success,true,,true,1.0,0.6190476190476191,1.0,1.0,0.0,0.38095238095238093,A_main,0.4523809523809524,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56821-x,gpt_5_2,s41467-025-56821-x,current_version,strict_success,true,,true,1.0,0.42857142857142855,1.0,1.0,0.0,0.5714285714285714,A_main,0.42857142857142855,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56822-w,gpt_5_2,s41467-025-56822-w,current_version,strict_success,true,,true,1.0,0.3,1.0,1.0,0.0,0.7,A_main,0.1,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56842-6,gpt_5_2,s41467-025-56842-6,current_version,strict_success,true,,true,1.0,0.8823529411764706,1.0,1.0,0.0,0.11764705882352944,A_main,0.8235294117647058,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56846-2,gpt_5_2,s41467-025-56846-2,current_version,strict_success,true,,true,0.8888888888888888,0.5135135135135135,1.0,1.0,0.11111111111111116,0.4864864864864865,A_main,0.32432432432432434,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56850-6,gpt_5_2,s41467-025-56850-6,current_version,strict_success,true,,true,0.875,0.36666666666666664,1.0,1.0,0.125,0.6333333333333333,A_main,0.1,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56852-4,gpt_5_2,s41467-025-56852-4,current_version,strict_success,true,,true,0.8,0.16666666666666666,1.0,1.0,0.19999999999999996,0.8333333333333334,B_usable,0.16666666666666666,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56853-3,gpt_5_2,s41467-025-56853-3,current_version,strict_success,true,,true,0.9,0.4,1.0,1.0,0.09999999999999998,0.6,A_main,0.4,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56856-0,gpt_5_2,s41467-025-56856-0,current_version,strict_success,true,,true,1.0,0.3076923076923077,1.0,1.0,0.0,0.6923076923076923,A_main,0.0,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56857-z,gpt_5_2,s41467-025-56857-z,current_version,strict_success,true,,true,1.0,0.42857142857142855,1.0,1.0,0.0,0.5714285714285714,A_main,0.14285714285714285,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56858-y,gpt_5_2,s41467-025-56858-y,current_version,strict_success,true,,true,1.0,0.5185185185185185,1.0,1.0,0.0,0.4814814814814815,A_main,0.37037037037037035,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56871-1,gpt_5_2,s41467-025-56871-1,current_version,strict_success,true,,true,1.0,0.30303030303030304,1.0,1.0,0.0,0.696969696969697,B_usable,0.030303030303030304,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56873-z,gpt_5_2,s41467-025-56873-z,current_version,strict_success,true,,true,1.0,0.6153846153846154,1.0,1.0,0.0,0.3846153846153846,A_main,0.6153846153846154,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56877-9,gpt_5_2,s41467-025-56877-9,current_version,strict_success,true,,true,1.0,0.6153846153846154,1.0,1.0,0.0,0.3846153846153846,A_main,0.6153846153846154,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56880-0,gpt_5_2,s41467-025-56880-0,current_version,strict_success,true,,true,1.0,0.5294117647058824,1.0,1.0,0.0,0.47058823529411764,A_main,0.23529411764705882,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56882-y,gpt_5_2,s41467-025-56882-y,current_version,strict_success,true,,true,0.75,0.16666666666666666,1.0,1.0,0.25,0.8333333333333334,A_main,0.16666666666666666,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56887-7,gpt_5_2,s41467-025-56887-7,current_version,strict_success,true,,true,1.0,0.9090909090909091,1.0,1.0,0.0,0.09090909090909094,A_main,0.9090909090909091,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56897-5,gpt_5_2,s41467-025-56897-5,current_version,strict_success,true,,true,1.0,0.7368421052631579,1.0,1.0,0.0,0.26315789473684215,A_main,0.3684210526315789,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56902-x,gpt_5_2,s41467-025-56902-x,current_version,strict_success,true,,true,0.9,0.4,1.0,1.0,0.09999999999999998,0.6,A_main,0.3,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56912-9,gpt_5_2,s41467-025-56912-9,current_version,strict_success,true,,true,1.0,0.7647058823529411,1.0,1.0,0.0,0.23529411764705888,A_main,0.5882352941176471,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56921-8,gpt_5_2,s41467-025-56921-8,current_version,strict_success,true,,true,0.7272727272727273,0.4666666666666667,1,1,0.272727272727,0.533333333333,repair,0.4666666666666667,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gpt_5_2:s41467-025-56941-4,gpt_5_2,s41467-025-56941-4,current_version,strict_success,true,,true,1.0,0.8125,1.0,1.0,0.0,0.1875,A_main,0.75,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56945-0,gpt_5_2,s41467-025-56945-0,current_version,strict_success,true,,true,1.0,0.5384615384615384,1.0,1.0,0.0,0.46153846153846156,A_main,0.4230769230769231,vote_reuse_repair_root,false
gpt_5_2:s41467-025-56992-7,gpt_5_2,s41467-025-56992-7,current_version,strict_success,true,,true,0.6363636363636364,0.45454545454545453,1,1,0.363636363636,0.545454545455,repair,0.36363636363636365,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
gpt_5_2:s41467-025-57012-4,gpt_5_2,s41467-025-57012-4,current_version,strict_success,true,,true,0.8888888888888888,0.625,1.0,1.0,0.11111111111111116,0.375,A_main,0.5625,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-55907-w,grok_4_1_thinking,s41467-025-55907-w,current_version,strict_success,true,,true,0.9,0.047619047619047616,1.0,1.0,0.09999999999999998,0.9523809523809523,B_usable,0.0,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-55999-4,grok_4_1_thinking,s41467-025-55999-4,current_version,strict_success,true,,true,1.0,0.5384615384615384,1.0,1.0,0.0,0.46153846153846156,A_main,0.38461538461538464,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56034-2,grok_4_1_thinking,s41467-025-56034-2,current_version,strict_success,true,,true,1.0,0.375,1.0,1.0,0.0,0.625,A_main,0.375,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56075-7,grok_4_1_thinking,s41467-025-56075-7,current_version,strict_success,true,,true,0.9,0.21428571428571427,1.0,1.0,0.09999999999999998,0.7857142857142857,A_main,0.21428571428571427,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56106-3,grok_4_1_thinking,s41467-025-56106-3,current_version,strict_success,true,,true,1.0,0.25,1.0,1.0,0.0,0.75,C_thin,0.08333333333333333,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56250-w,grok_4_1_thinking,s41467-025-56250-w,current_version,strict_success,true,,true,1.0,0.18181818181818182,1.0,1.0,0.0,0.8181818181818181,B_usable,0.0,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56283-1,grok_4_1_thinking,s41467-025-56283-1,current_version,strict_success,true,,true,0.0,0.0,1,1,1,1,evidence_bound_closeout,,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
grok_4_1_thinking:s41467-025-56295-x,grok_4_1_thinking,s41467-025-56295-x,current_version,strict_success,true,,true,1.0,0.5555555555555556,1.0,1.0,0.0,0.4444444444444444,A_main,0.5555555555555556,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56359-y,grok_4_1_thinking,s41467-025-56359-y,current_version,strict_success,true,,true,1.0,0.3,1.0,1.0,0.0,0.7,A_main,0.1,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56394-9,grok_4_1_thinking,s41467-025-56394-9,current_version,strict_success,true,,true,0.8333333333333335,0.20833333333333334,1.0,1.0,0.16666666666666652,0.7916666666666666,A_main,0.08333333333333333,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56413-9,grok_4_1_thinking,s41467-025-56413-9,current_version,strict_success,true,,true,1.0,0.2,1.0,1.0,0.0,0.8,A_main,0.2,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56522-5,grok_4_1_thinking,s41467-025-56522-5,current_version,strict_success,true,,true,0.8,0.36363636363636365,1.0,1.0,0.19999999999999996,0.6363636363636364,A_main,0.2727272727272727,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56609-z,grok_4_1_thinking,s41467-025-56609-z,current_version,strict_success,true,,true,0.75,0.2857142857142857,1.0,1.0,0.25,0.7142857142857143,A_main,0.2857142857142857,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56611-5,grok_4_1_thinking,s41467-025-56611-5,current_version,strict_success,true,,true,0.7857142857142857,0.38095238095238093,1,1,0.214285714286,0.619047619048,repair,0.38095238095238093,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
grok_4_1_thinking:s41467-025-56616-0,grok_4_1_thinking,s41467-025-56616-0,current_version,strict_success,true,,true,0.7272727272727273,0.23076923076923078,1,1,0.272727272727,0.769230769231,B_usable,0.23076923076923078,vote_reuse_repair_root + evidence_bound_local_window_closeout,false
grok_4_1_thinking:s41467-025-56618-y,grok_4_1_thinking,s41467-025-56618-y,current_version,strict_success,true,,true,1.0,0.2777777777777778,1.0,1.0,0.0,0.7222222222222222,A_main,0.16666666666666666,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56622-2,grok_4_1_thinking,s41467-025-56622-2,current_version,strict_success,true,,true,1.0,0.3181818181818182,1.0,1.0,0.0,0.6818181818181819,A_main,0.22727272727272727,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56635-x,grok_4_1_thinking,s41467-025-56635-x,current_version,strict_success,true,,true,0.75,0.06666666666666667,1.0,1.0,0.25,0.9333333333333333,B_usable,0.0,vote_reuse_repair_root,false
grok_4_1_thinking:s41467-025-56641-z,grok_4_1_thinking,s41467-025-56641-z,current_version,strict_success,true,,true,1.0,0.2222222222222222,1.0,1.0,0.0,0.7777777777777778,A_main,0.1111111111111111,vote_reuse_repair_root,false
